dish_id,total_calories,total_mass,total_fat,total_carb,total_protein,ingredients
dish_1564170283,646.588135,301.0,32.647552,31.982321,55.615635,"onions: 0.409245g, cheese: 49.109451g, chicken thighs: 163.698166g, olive oil: 0.818491g, cilantro: 1.636982g, tomatoes: 16.369816g, tortilla: 65.479263g, chili: 1.432359g, salt: 0.409245g, garlic: 1.636982g"
dish_1563217774,96.138458,265.0,3.161575,15.4723,5.178558,"cilantro: 2.017834g, cherry tomatoes: 20.178345g, mangos: 20.178345g, arugula: 60.535034g, jalapenos: 2.017834g, salt: 0.252229g, onions: 4.035669g, olive oil: 2.017834g, mustard greens: 40.356689g, cucumbers: 20.178345g, lime: 3.026752g, broccoli: 67.0g, tomatoes: 20.178345g, lemon juice: 3.026752g"
dish_1565728494,326.32962,163.0,12.881792,22.054083,28.691757,"bok choy: 0.839962g, salt: 0.095653g, parsley: 0.513232g, spinach (raw): 1.283079g, vinegar: 0.041998g, olive oil: 1.194456g, onions: 0.839962g, roasted potatoes: 23.0g, millet: 3.359847g, chicken: 51.323174g, beef: 25.198854g, wheat berry: 5.132318g, thyme: 0.128308g, lemon juice: 0.256616g, garlic: 0.256616g, shallots: 1.695962g, cheese pizza: 47.0g, spinach (cooked): 0.839962g"
dish_1558380152,74.360001,143.0,0.286,0.429,20.02,deprecated: 143.0g
dish_1560799277,111.020004,73.0,3.733,14.73,4.934,"pizza: 37.0g, broccoli: 36.0g"
dish_1564082212,707.941284,425.0,23.036888,18.467739,100.636749,"sugar: 5.513126g, pepper: 0.183771g, garlic: 3.214563g, soy sauce: 2.940334g, lemon juice: 1.032641g, chard: 6.884273g, brown rice: 27.537092g, pork: 51.455849g, white rice: 7.350835g, chicken: 275.370941g, bok choy: 7.350835g, chive: 0.344214g, carrot: 27.537092g, olive oil: 5.507418g, basil: 0.344214g, rosemary: 0.344214g, parsley: 0.344214g, salt: 1.744396g"
dish_1563206601,293.797668,337.0,9.194207,17.494774,30.980963,"sweet potato: 32.07547g, olive oil: 3.849057g, turkey bacon: 17.0g, egg whites: 252.0g, yam: 32.07547g"
dish_1562614088,23.449999,67.0,0.268,4.69,1.608,broccoli: 67.0g
dish_1563222850,348.378113,232.0,12.053417,27.308292,32.43404,"parsley: 0.068966g, thyme: 0.145791g, pork: 20.689655g, parmesan cheese: 1.457906g, spinach (raw): 1.457906g, cherry tomatoes: 2.915811g, garlic: 0.721093g, onions: 0.965517g, salt: 0.107378g, rosemary: 0.137931g, zucchini: 1.37931g, broccoli: 65.0g, olive oil: 0.356617g, arugula: 0.689655g, pepperoni pizza: 48.0g, wheat berry: 5.831622g, brown rice: 21.0g, chicken breast: 58.316219g, white rice: 2.758621g"
dish_1565711115,321.529999,308.0,14.41,2.387,39.709999,"bacon: 33.0g, egg whites: 275.0g"
dish_1563304925,874.46106,508.0,29.339449,11.255851,133.227585,"chili: 0.318357g, white rice: 6.367137g, soy sauce: 0.318357g, orange juice: 0.318357g, onions: 0.636714g, parsley: 3.815023g, olive oil: 8.107581g, thyme: 0.953756g, green onions: 0.318357g, beef: 47.753532g, wheat berry: 38.150227g, chicken: 381.502258g, spinach (raw): 9.537557g, lemon juice: 1.907511g, kale: 1.591784g, vinegar: 0.318357g, broccoli: 3.183569g, garlic: 2.225868g, salt: 0.556467g, shallots: 0.119219g"
dish_1564775216,530.596924,340.0,33.648357,15.705273,40.410912,"garlic: 0.929231g, salmon: 92.92308g, pickles: 0.929231g, pepper: 1.858461g, arugula: 4.646154g, mayonnaise: 14.867692g, lentils: 18.584616g, olive oil: 7.110806g, onions: 1.603564g, lemon juice: 0.929231g, chive: 0.232308g, salt: 0.292441g, broccoli: 122.926834g, spinach (cooked): 1.603564g, bok choy: 1.603564g, cherry tomatoes: 4.646154g, beef: 48.106903g, kale: 4.646154g, parsley: 0.929231g, vinegar: 0.080178g, millet: 6.414254g, shallots: 4.136358g"
dish_1559238608,237.364014,438.0,0.656,61.203999,2.714,"berries: 109.0g, orange: 127.0g, pears: 202.0g"
dish_1568319838,607.506165,312.0,30.928276,39.995754,39.863441,"onions: 2.335449g, pizza: 92.0g, mustard: 0.715151g, bell peppers: 14.303031g, lemon juice: 1.167724g, cilantro: 1.167724g, salt: 0.649507g, salmon: 116.772438g, vinegar: 5.721212g, spinach (raw): 5.838622g, jalapenos: 1.167724g, cucumbers: 14.303031g, olive oil: 12.318217g, ginger: 0.583862g, lime: 0.145966g, garlic: 4.218325g, shallots: 3.503173g, chili: 0.291931g, radishes: 11.442424g, brown rice: 23.354488g"
dish_1563220087,162.740005,98.0,6.424,19.859999,7.344,"broccoli: 46.0g, pepperoni pizza: 52.0g"
dish_1565209963,244.455963,253.0,7.331051,33.016068,13.147844,"vinegar: 3.305624g, lemon juice: 3.305624g, chicken thighs: 30.990219g, white rice: 66.112465g, pineapple: 16.528116g, kale: 16.528116g, pepper: 0.103321g, salt: 1.23969g, cilantro: 1.652812g, garlic: 3.305624g, olive oil: 4.132192g, onions: 23.139364g, brussels sprouts: 82.65683g"
dish_1565194781,351.405518,568.0,4.66172,31.547619,39.603123,"sweet potato: 128.780487g, salt: 0.214418g, pepper: 0.035736g, olive oil: 3.791293g, carrot: 57.178066g, egg whites: 378.0g"
dish_1568404850,157.699997,100.0,2.2,29.9,4.7,fried rice: 100.0g
dish_1565024675,129.097992,34.0,9.554,1.054,9.894,turkey bacon: 34.0g
dish_1564686791,601.348572,343.0,25.62047,40.114346,51.14151,"lettuce: 21.224489g, lime: 1.061225g, pepper: 0.265306g, mixed greens: 31.836735g, onions: 4.244898g, cucumbers: 10.612245g, olive oil: 8.489797g, chicken breast: 122.0g, vinegar: 4.244898g, salt: 0.530612g, olives: 25.0g, cherry tomatoes: 8.489797g, cheese pizza: 105.0g"
dish_1559593746,156.962936,186.0,12.440333,9.556887,3.499168,"kale: 18.385094g, blueberries: 6.085571g, vinegar: 3.398419g, chard: 8.319518g, walnuts: 1.663903g, pepper: 3.729016g, quinoa: 5.515528g, pumpkin seeds: 0.919255g, salt: 0.369435g, squash: 80.0g, olive oil: 10.332632g, arugula: 46.589302g, mustard: 0.69233g"
dish_1565382886,470.086212,348.0,20.305454,54.863914,20.029079,"tofu: 51.0g, pepper: 0.022797g, carrot: 42.837109g, roasted potatoes: 38.0g, soy sauce: 0.636145g, salt: 0.136784g, caesar salad: 54.0g, rice noodles: 25.445782g, cabbage: 12.722891g, olive oil: 1.637046g, vinegar: 2.544578g, radishes: 2.544578g, pepperoni pizza: 102.0g, garlic: 0.477108g, mixed greens: 12.722891g, green onions: 1.272289g"
dish_1563391333,23.443058,81.0,1.038718,2.716646,0.719112,"squash: 79.901352g, olive oil: 0.799014g, salt: 0.29963g"
dish_1562775241,140.360001,220.0,2.156,28.08,3.852,"oatmeal: 136.0g, berries: 84.0g"
dish_1558459664,383.055969,273.0,18.390999,48.411999,11.629001,"white rice: 79.0g, almonds: 36.0g, spinach (raw): 9.0g, cherry tomatoes: 64.0g, grapes: 85.0g"
dish_1568666263,93.400002,348.0,0.852,19.77,7.172,"lettuce: 190.0g, broccoli: 78.0g, artichokes: 80.0g"
dish_1562691466,319.870972,267.0,15.903902,27.777901,17.012196,"olive oil: 1.658537g, broccoli: 66.341461g, yam: 70.0g, chicken apple sausage: 35.0g, scrambled eggs: 94.0g"
dish_1566333228,498.545258,304.0,20.378201,39.679134,37.857738,"jalapenos: 2.279608g, vinegar: 0.063633g, beef: 38.180084g, bok choy: 1.272669g, millet: 16.488718g, bell peppers: 5.69902g, shallots: 2.545339g, caesar salad: 84.0g, spinach (raw): 2.279608g, pepper: 0.213713g, chicken: 45.592163g, garlic: 1.139804g, spinach (cooked): 1.272669g, tomatoes: 5.69902g, salt: 1.187529g, cheese pizza: 90.0g, onions: 3.552278g, olive oil: 2.534142g"
dish_1567107989,140.139297,111.0,9.906542,10.88412,3.713354,"chickpeas: 22.255638g, garlic: 0.556391g, salt: 0.278196g, lemon juice: 4.451128g, parsley: 1.112782g, pears: 11.127819g, olive oil: 8.902256g, arugula: 55.639099g, pepper: 6.676692g"
dish_1559590202,316.725983,311.0,5.983,22.757,41.438,"couscous: 77.0g, caesar salad: 82.0g, chicken: 113.0g, asparagus: 39.0g"
dish_1566332085,24.75,163.0,0.26,4.3,2.865,"spinach (raw): 65.0g, cucumbers: 98.0g"
dish_1562774980,136.680008,201.0,2.814,24.119999,4.824,oatmeal: 201.0g
dish_1565638365,612.350098,389.0,33.065617,36.632473,41.299091,"white rice: 17.87995g, vinegar: 5.411765g, pork: 134.099609g, olive oil: 11.717526g, mustard: 0.845588g, zucchini: 8.939975g, parsley: 0.446999g, lettuce: 13.529412g, carrot: 10.823529g, pumpkin seeds: 5.411765g, garlic: 0.893997g, arugula: 45.058224g, brown rice: 99.0g, onions: 6.257982g, rosemary: 0.893997g, salt: 0.730852g, mixed greens: 27.058825g"
dish_1563823359,641.700317,333.0,33.413414,11.550248,72.452301,"white rice: 10.346611g, vinegar: 0.517331g, green beans: 2.586653g, spinach (raw): 2.586653g, ginger: 0.517331g, soy sauce: 0.517331g, green onions: 0.517331g, salt: 1.078065g, garlic: 3.061458g, cauliflower: 20.267965g, chicken: 103.466118g, steak: 152.009735g, wheat berry: 30.401947g, olive oil: 0.512015g, lime: 2.026797g, broccoli: 2.586653g"
dish_1558638896,22.68,126.0,0.252,4.914,1.134,cherry tomatoes: 126.0g
dish_1562617370,155.099991,55.0,6.6,17.6,6.6,pepperoni pizza: 55.0g
dish_1560541793,509.826233,462.0,17.805128,22.27054,64.406372,"carrot: 88.724586g, chicken: 192.033112g, chard: 9.2841g, vinegar: 2.700934g, blueberries: 3.71364g, mustard: 0.580256g, olive oil: 8.794608g, broccoli: 4.800828g, pepper: 0.113478g, white rice: 19.20331g, cauliflower: 63.0g, green beans: 4.800828g, arugula: 51.990959g, spinach (raw): 4.800828g, ginger: 0.960166g, soy sauce: 0.960166g, garlic: 1.920331g, walnuts: 1.85682g, green onions: 0.960166g, salt: 0.800892g"
dish_1565724509,30.809999,158.0,0.711,6.162,1.343,"chayote squash: 79.0g, zucchini: 79.0g"
dish_1562788760,331.324493,178.0,23.029417,6.902499,33.741703,"green onions: 0.407045g, vinegar: 0.648649g, pork: 97.297295g, brown rice: 12.972973g, lemon juice: 0.648649g, olive oil: 3.408685g, garlic: 1.50082g, fish: 40.704502g, pepper: 1.297297g, cherry tomatoes: 3.243243g, basil: 0.324324g, country rice: 8.1409g, parsley: 0.324324g, onions: 2.925478g, broccoli: 3.243243g, shallots: 0.648649g, salt: 0.263923g"
dish_1566501447,286.76001,349.0,4.0,13.325001,48.039997,"onions: 30.0g, cherry tomatoes: 57.0g, olives: 26.0g, tuna: 160.0g, carrot: 57.0g, lemon juice: 19.0g"
dish_1558637214,11.04,16.0,0.032,2.88,0.112,grapes: 16.0g
dish_1561494032,185.437851,307.0,14.117637,12.507152,5.158412,"salt: 0.886182g, walnuts: 2.556142g, mustard: 0.798794g, olive oil: 11.309647g, arugula: 71.571968g, chard: 12.780708g, blueberries: 5.112283g, vinegar: 2.396383g, squash: 108.508011g, cauliflower: 91.0g, pepper: 0.079879g"
dish_1558724607,54.720001,152.0,0.152,13.68,0.76,honeydew melons: 152.0g
dish_1561492628,13.64,31.0,0.651,1.333,0.992,caesar salad: 31.0g
dish_1558719066,73.839996,142.0,0.284,19.879999,0.426,apple: 142.0g
dish_1565727875,485.674011,365.0,22.055,27.248001,46.559998,"olives: 109.0g, mixed greens: 9.0g, broccoli: 68.0g, parmesan cheese: 22.0g, black beans: 60.0g, chicken: 97.0g"
dish_1561662532,166.455505,191.0,7.089837,23.749184,7.350388,"tofu: 46.0g, onions: 1.306123g, cucumbers: 3.265306g, salt: 0.163265g, lettuce: 6.530612g, lime: 0.326531g, mixed greens: 9.795918g, cherry tomatoes: 2.612245g, pepper: 0.081633g, green beans: 26.0g, corn on the cob: 91.0g, vinegar: 1.306123g, olive oil: 2.612245g"
dish_1562945393,319.388367,401.0,10.646932,31.424669,24.703182,"chia seeds: 16.425127g, broccoli: 65.365852g, greek yogurt: 65.469917g, egg whites: 106.0g, sweet potato: 74.146347g, olive oil: 3.487805g, milk: 70.104958g"
dish_1560443474,172.779999,317.0,0.725,43.25,1.993,"pineapple: 113.0g, berries: 204.0g"
dish_1562873838,427.435638,342.0,18.062237,11.143191,53.958912,"pepper: 0.321072g, spinach (raw): 4.096504g, lemon juice: 0.819301g, cucumbers: 8.746356g, olive oil: 11.749289g, rosemary: 0.40965g, lime: 0.874636g, cherry tomatoes: 6.997085g, salt: 0.642143g, parsley: 0.819301g, squash: 8.193008g, wheat berry: 16.386017g, chicken: 163.860168g, zucchini: 8.193008g, green beans: 57.525002g, vinegar: 3.498542g, basil: 0.40965g, onions: 3.498542g, thyme: 0.40965g, mixed greens: 26.239067g, garlic: 0.819301g, lettuce: 17.492712g"
dish_1562700957,286.933777,424.0,23.180536,21.410158,20.523823,"fish: 75.675674g, chive: 3.027027g, corn: 3.783784g, squash: 103.575829g, arugula: 2.27027g, garlic: 0.378378g, onions: 4.267931g, parsley: 0.722681g, olive oil: 12.171855g, snow peas: 3.027027g, mixed greens: 53.349144g, artichokes: 3.783784g, pepper: 1.513514g, cauliflower: 117.0g, apple: 10.669828g, millet: 8.535863g, lentils: 15.135135g, vinegar: 2.133966g, lemon juice: 2.133966g, salt: 0.844344g"
dish_1562959799,498.765594,363.0,21.28801,46.103294,30.849312,"green onions: 1.445783g, white rice: 14.606205g, pork: 102.243439g, vinegar: 5.306661g, spinach (raw): 18.113209g, cabbage: 14.45783g, chard: 12.075472g, mixed greens: 14.45783g, parsnips: 79.0g, salt: 0.881254g, cherry tomatoes: 6.037736g, pepper: 0.365155g, radishes: 2.891566g, bok choy: 14.606205g, mustard: 0.301887g, cucumbers: 6.037736g, olive oil: 6.275972g, rice noodles: 28.915661g, figs: 6.037736g, carrot: 7.228915g, soy sauce: 6.565373g, garlic: 4.19372g, sugar: 10.954654g"
dish_1562699652,132.178085,103.0,5.578753,17.394974,3.568957,"garlic: 0.174174g, salt: 0.087087g, cucumbers: 3.483484g, olive oil: 4.30135g, onions: 2.09009g, mustard: 0.174174g, spinach (raw): 17.417418g, brown rice: 22.0g, sun dried tomatoes: 1.393393g, quinoa: 50.485435g, vinegar: 1.393393g"
dish_1558723960,13.0,52.0,0.156,2.6,0.936,cauliflower: 52.0g
dish_1562959024,319.233582,183.0,19.740429,30.234995,22.257004,"tomatillo: 6.887417g, pepper: 2.754967g, quinoa: 13.774834g, arugula: 3.443708g, garlic: 0.344371g, cilantro: 0.688742g, jalapenos: 0.172185g, onions: 2.754967g, olive oil: 2.754967g, lemon juice: 1.377483g, salt: 0.172185g, pizza: 79.0g, fish: 68.874168g"
dish_1563897492,339.673645,662.0,3.469512,34.759487,38.647804,"cantaloupe: 88.0g, broccoli: 54.0g, salsa: 84.0g, egg whites: 345.0g, olive oil: 2.219512g, sweet potato: 88.780487g"
dish_1562096973,348.999664,350.0,34.642704,17.928936,39.411209,"olive oil: 10.627602g, lettuce: 8.396502g, arugula: 5.451751g, green beans: 48.0g, cucumbers: 4.198251g, artichokes: 9.08625g, mixed greens: 12.594752g, garlic: 0.908625g, chive: 0.454313g, onions: 10.765551g, white beans: 36.345001g, vinegar: 1.6793g, pepper: 0.332113g, fish: 181.725021g, cherry tomatoes: 3.358601g, bell peppers: 3.6345g, lime: 4.054325g, snow peas: 7.269001g, parsley: 0.454313g, salt: 0.664225g"
dish_1563476577,1238.033691,857.0,62.574154,79.60125,87.671616,"beef: 76.273972g, broccoli: 69.333336g, shallots: 6.266546g, thyme: 0.190685g, onions: 22.623421g, ginger: 1.044424g, spinach (raw): 85.686172g, brown rice: 41.77697g, lime: 0.261106g, salt: 0.786591g, cilantro: 2.088849g, olive oil: 12.957017g, cranberries: 5.409163g, sour cream: 3.050959g, zucchini: 69.333336g, jalapenos: 2.088849g, mushroom: 11.441095g, wine: 1.525479g, apple: 5.409163g, pasta: 61.01918g, cheese pizza: 29.0g, garlic: 7.792025g, cream: 3.050959g, salmon: 208.884857g, mustard: 1.352291g, lemon juice: 2.088849g, brownies: 51.0g, squash: 69.333336g, vinegar: 5.409163g, chili: 0.522212g"
dish_1565021141,467.054993,248.0,27.875999,27.733002,26.59,"waffles: 73.0g, egg whites: 53.0g, sausage: 51.0g, tofu: 71.0g"
dish_1565382856,446.326233,294.0,19.171455,52.541916,18.301077,"salt: 0.136784g, radishes: 2.544578g, pepperoni pizza: 102.0g, tofu: 51.0g, rice noodles: 25.445782g, cabbage: 12.722891g, olive oil: 1.637046g, carrot: 42.837109g, green onions: 1.272289g, vinegar: 2.544578g, soy sauce: 0.636145g, garlic: 0.477108g, roasted potatoes: 38.0g, mixed greens: 12.722891g, pepper: 0.022797g"
dish_1558636483,80.079994,154.0,0.308,21.559999,0.462,apple: 154.0g
dish_1559841127,339.543488,285.0,18.021999,24.039,19.953001,"scrambled eggs: 119.0g, yam: 33.5g, chicken apple sausage: 46.0g, sweet potato: 33.5g, blackberries: 53.0g"
dish_1565369938,167.709991,31.0,13.02,0.434,11.47,bacon: 31.0g
dish_1562775549,174.977127,252.0,3.399757,18.531387,16.886642,"egg whites: 79.0g, brussels sprouts: 44.280445g, sweet potato: 66.0g, olive oil: 0.442804g, pepper: 0.055351g, salt: 0.221402g, cottage cheese: 62.0g"
dish_1559149719,432.125,268.0,28.792999,8.894,31.711,"bacon: 23.0g, carrot: 64.0g, eggs: 181.0g"
dish_1561062237,182.259399,110.0,8.210912,8.149249,17.376198,"beef: 25.424658g, wine: 0.508493g, mushroom: 3.813699g, onions: 3.296772g, spinach (raw): 4.428232g, jalapenos: 0.377153g, ginger: 0.188577g, thyme: 0.063562g, shallots: 1.13146g, cilantro: 0.377153g, chili: 0.094288g, pasta: 20.339727g, salmon: 37.715321g, cream: 1.016986g, brown rice: 7.543064g, sour cream: 1.016986g, lemon juice: 0.377153g, olive oil: 0.47355g, lime: 0.047144g, garlic: 1.639953g, salt: 0.126069g"
dish_1561665065,387.798126,303.0,15.23173,14.161219,47.426922,"millet: 7.018376g, green beans: 47.0g, vinegar: 1.754594g, brown rice: 14.401583g, rosemary: 0.18002g, salt: 0.939403g, basil: 0.18002g, mixed greens: 43.864849g, carrot: 14.401583g, apple: 8.77297g, chicken: 144.015823g, chard: 3.600396g, olive oil: 9.547773g, lemon juice: 2.294653g, parsley: 0.618668g, onions: 3.509188g, chive: 0.18002g, garlic: 0.720079g"
dish_1562183201,558.942383,425.0,25.514025,66.247047,18.725252,"green beans: 64.0g, pepper: 0.015072g, arugula: 13.504145g, vinegar: 1.384187g, almonds: 0.932039g, mustard: 0.383726g, pizza: 101.0g, walnuts: 0.482291g, salt: 0.206934g, carrot: 1.864078g, roasted potatoes: 129.0g, spinach (raw): 23.30097g, chard: 2.411454g, mushroom: 75.0g, blueberries: 5.624776g, olive oil: 5.657319g, parsley: 0.23301g"
dish_1561576652,91.424408,322.0,2.720721,15.119776,4.161612,"salt: 1.226554g, cauliflower: 134.0g, olive oil: 1.849242g, squash: 99.630089g, eggplant: 85.294121g"
dish_1566414642,219.809998,145.0,7.812,14.580001,21.541,"roasted potatoes: 81.0g, chicken: 64.0g"
dish_1562788845,529.483459,372.0,25.366417,46.558498,39.395699,"green onions: 0.407045g, cherry tomatoes: 3.243243g, white rice: 103.0g, corn on the cob: 39.0g, onions: 2.925478g, parsley: 0.324324g, basil: 0.324324g, lemon juice: 0.648649g, shallots: 0.648649g, pepper: 1.297297g, fish: 40.704502g, salt: 0.263923g, broccoli: 3.243243g, pork: 97.297295g, brown rice: 12.972973g, country rice: 8.1409g, vinegar: 0.648649g, olive oil: 3.408685g, garlic: 1.50082g, caesar salad: 52.0g"
dish_1559667948,153.900009,57.0,4.56,22.971003,5.3124,"cream cheese: 11.400001g, bagels: 45.600002g"
dish_1558547124,144.525009,25.0,12.375,5.675,5.6,almonds: 25.0g
dish_1562602888,209.382294,343.0,5.792155,21.429251,18.706215,"strawberries: 68.0g, watermelon: 70.0g, egg whites: 85.0g, greek yogurt: 51.686775g, chia seeds: 12.967206g, milk: 55.346016g"
dish_1561567086,142.754013,181.0,0.362,34.248001,2.026,"watermelon: 87.0g, yam: 94.0g"
dish_1560874667,100.550003,83.0,4.836,10.234,4.574,"berries: 72.0g, bacon: 11.0g"
dish_1567110783,465.307892,210.0,24.372978,18.846014,38.940533,"shallots: 8.552339g, spinach (cooked): 4.276169g, bok choy: 4.276169g, onions: 4.276169g, pizza: 42.0g, olive oil: 0.855234g, vinegar: 0.213808g, salt: 0.160356g, millet: 17.104677g, beef: 128.28508g"
dish_1561576767,408.472565,621.0,14.014634,34.21946,39.556114,"pepper: 0.538108g, olive oil: 5.489136g, shallots: 0.517762g, garlic: 1.035523g, thyme: 0.323601g, basil: 0.517762g, rosemary: 0.323601g, caesar salad: 37.0g, squash: 99.630089g, wheat berry: 10.355231g, arugula: 20.819405g, eggplant: 85.294121g, cauliflower: 134.0g, chicken: 103.552315g, walnuts: 0.651093g, blueberries: 1.302185g, salt: 2.384157g, white wine: 0.258881g, butter: 1.035523g, lemon juice: 0.258881g, vinegar: 0.610399g, mushroom: 5.177616g, oregano: 0.323601g, cream: 4.142092g, pineapple: 102.0g, mustard: 0.203466g, chard: 3.255464g"
dish_1564601528,142.740997,163.0,6.193,19.923,2.401,"turnips: 73.0g, roasted potatoes: 90.0g"
dish_1563304958,951.840942,614.0,34.427452,13.26985,141.707581,"garlic: 2.225868g, shallots: 0.119219g, beef: 47.753532g, white rice: 6.367137g, orange juice: 0.318357g, spinach (raw): 9.537557g, chili: 0.318357g, wheat berry: 38.150227g, thyme: 0.953756g, olive oil: 8.107581g, green onions: 0.318357g, kale: 1.591784g, lemon juice: 1.907511g, broccoli: 3.183569g, soy sauce: 0.318357g, tofu: 106.0g, chicken: 381.502258g, vinegar: 0.318357g, parsley: 3.815023g, onions: 0.636714g, salt: 0.556467g"
dish_1561577119,128.312988,78.0,5.446,13.174001,7.424,"tofu: 41.0g, cheese pizza: 37.0g"
dish_1565896039,352.529205,384.0,14.546413,36.577454,20.687317,"bok choy: 1.42539g, vinegar: 0.071269g, salt: 0.053452g, onions: 1.42539g, kale: 66.0g, olive oil: 5.585321g, quinoa: 94.174759g, shallots: 2.85078g, spinach (cooked): 1.42539g, chard: 66.0g, green beans: 96.525002g, beef: 42.761692g, millet: 5.701559g"
dish_1558725760,83.719994,161.0,0.322,22.540001,0.483,apple: 161.0g
dish_1567526785,378.25,539.0,6.966,26.730999,44.599998,"egg whites: 433.0g, olive oil: 6.0g, sweet potato: 50.0g, yam: 50.0g"
dish_1561407249,73.879166,56.0,3.48629,2.528108,7.992981,"mustard: 0.154286g, olive oil: 2.528582g, soy sauce: 0.120021g, green onions: 0.120021g, broccoli: 0.600103g, salt: 0.092145g, pears: 3.085714g, white rice: 2.400414g, vinegar: 1.354306g, green beans: 0.600103g, spinach (raw): 0.600103g, onions: 1.851429g, mixed greens: 15.428572g, garlic: 0.47147g, cherry tomatoes: 2.468571g, chicken: 24.004139g, ginger: 0.120021g"
dish_1563221562,395.598572,260.0,14.235931,33.994465,32.741837,"thyme: 0.160164g, salt: 0.279836g, garlic: 0.640657g, broccoli: 42.0g, squash: 53.26757g, olive oil: 0.772922g, chicken breast: 64.065704g, cherry tomatoes: 3.203285g, spinach (raw): 1.601643g, pepperoni pizza: 86.0g, parmesan cheese: 1.601643g, wheat berry: 6.40657g"
dish_1563305401,483.215302,332.0,29.111307,21.912695,32.943996,"white rice: 14.480103g, garlic: 0.724005g, soy sauce: 0.724005g, kale: 3.620026g, broccoli: 7.240051g, carrot: 66.050522g, pepper: 10.061483g, quinoa: 25.050505g, beef: 108.600777g, spinach (raw): 62.626259g, vinegar: 0.724005g, rosemary: 0.939394g, lemon juice: 5.010101g, olive oil: 11.766714g, orange juice: 0.724005g, onions: 11.468212g, salt: 0.741822g, chili: 0.724005g, green onions: 0.724005g"
dish_1563911215,218.158203,170.0,6.710484,18.908087,20.238708,"salt: 1.367765g, millet: 13.677649g, chicken: 54.710598g, pepper: 0.256456g, green beans: 36.075001g, jalapenos: 2.73553g, spinach (raw): 2.73553g, onions: 2.73553g, olive oil: 3.66053g, fried rice: 37.0g, bell peppers: 6.838825g, tomatoes: 6.838825g, garlic: 1.367765g"
dish_1563481030,155.81044,129.0,11.399983,12.434071,2.348426,"mustard: 0.695418g, cucumbers: 13.908356g, salt: 0.347709g, figs: 13.908356g, cherry tomatoes: 13.908356g, chard: 27.816711g, spinach (raw): 41.725071g, vinegar: 5.563342g, olive oil: 11.126684g"
dish_1563303386,274.131439,218.0,9.224976,17.535269,29.455162,"wheat berry: 8.810478g, parsley: 0.881048g, pepper: 0.039433g, spinach (raw): 2.20262g, roasted potatoes: 51.0g, chicken: 88.104782g, salt: 0.34673g, garlic: 0.440524g, shallots: 0.027533g, carrot: 63.093037g, olive oil: 2.393026g, lemon juice: 0.440524g, thyme: 0.220262g"
dish_1566328929,396.607422,165.0,17.54887,32.07058,25.493954,"olive oil: 0.386892g, vinegar: 0.096723g, millet: 7.73783g, beef: 58.033726g, salt: 0.072542g, bok choy: 1.934458g, shallots: 3.868915g, cheese pizza: 89.0g, spinach (cooked): 1.934458g, onions: 1.934458g"
dish_1567525744,679.264771,298.0,53.001377,34.801022,18.316217,"cucumbers: 19.636364g, olive oil: 15.70909g, garlic: 0.981818g, bell peppers: 19.636364g, salt: 0.490909g, bacon: 10.0g, radishes: 15.70909g, scrambled eggs: 114.0g, hash browns: 93.0g, mustard: 0.981818g, vinegar: 7.854545g"
dish_1564590226,220.535858,376.0,3.554219,46.892776,2.959488,"olive oil: 2.951219g, watermelon: 84.0g, berries: 93.0g, sweet potato: 118.048782g, cantaloupe: 78.0g"
dish_1560799615,332.749847,283.0,17.999836,32.516449,11.012909,"spinach (raw): 56.240124g, onions: 8.998421g, squash: 118.372375g, apple: 4.49921g, salt: 0.584497g, olive oil: 10.182144g, pizza: 74.0g, cranberries: 4.49921g, mustard: 1.124803g, vinegar: 4.49921g"
dish_1562168471,312.665558,490.0,5.737881,50.066841,17.219376,"berries: 103.0g, brussels sprouts: 58.056583g, roasted potatoes: 63.0g, egg whites: 125.0g, olive oil: 0.580566g, pepper: 0.072571g, pineapple: 140.0g, salt: 0.290283g"
dish_1559243139,26.053925,53.0,0.627052,5.227929,0.470893,"carrot: 52.24892g, salt: 0.195933g, pepper: 0.032656g, olive oil: 0.522489g"
dish_1562702091,86.534729,214.0,5.066993,9.079793,2.838268,"cherry tomatoes: 42.836601g, cauliflower: 77.0g, squash: 61.159061g, vinegar: 1.934641g, parsley: 0.24183g, cucumbers: 3.869281g, olive oil: 4.480872g, garlic: 0.362745g, mixed greens: 19.346407g, carrot: 2.418301g, salt: 0.350262g"
dish_1559845513,222.152008,379.0,0.563,55.181995,3.221,"potatoes: 86.0g, pears: 201.0g, mandarin oranges: 53.0g, strawberries: 39.0g"
dish_1563304881,739.407654,446.0,21.649536,8.843342,120.443954,"garlic: 1.907511g, chicken: 381.502258g, spinach (raw): 9.537557g, thyme: 0.953756g, wheat berry: 38.150227g, olive oil: 7.630045g, lemon juice: 1.907511g, parsley: 3.815023g, salt: 0.476878g, shallots: 0.119219g"
dish_1558550181,28.98,42.0,0.084,7.56,0.294,grapes: 42.0g
dish_1565641844,244.627991,92.0,8.648,30.820002,10.304,cheese pizza: 92.0g
dish_1561746970,303.636078,363.0,8.662106,34.998116,24.098282,"garlic: 1.106691g, salt: 0.711033g, tatsoi: 88.535263g, thyme: 0.078844g, olive oil: 2.396846g, kale: 22.133816g, cucumbers: 22.133816g, brown rice: 12.614981g, arugula: 2.522996g, lemon juice: 8.853526g, parsley: 0.830018g, wheat berry: 126.0g, pepper: 12.007271g, salmon: 63.074902g"
